id,genre_ids,poster_path,title,overview,release_date,popularity,original_title,backdrop_path,keywords,vote_count,video,adult,vote_average,original_language
413998,"[18, 10749]",/onE86hqr0P4YRzKJVYVeSFraWPn.jpg,My Cousin Rachel,"A young Englishman plots revenge against his mysterious, beautiful cousin, believing that she murdered his guardian. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.",2017-06-08,1.294905,My Cousin Rachel,,,1,False,False,0,en
60577,[35],/ri0WxfxzIANpIo5DeHfXYqLCYE0.jpg,Bullseye!,"Michael Caine, Roger Moore and Sally Kirkland star as three of the most unlikely rogues to ever score a heist. Hidden away in a vault is a fortune in diamonds, payment for a secret formula two government scientists have unscrupulously sold to the highest bidder. These three know the whereabouts of this treasure and pull off a daring scheme to steal it. But now they've trapped themselves into either helping the government capture the scientists or going to jail.",1990-11-02,1.2949,Bullseye!,/e1GP45y2X427X8CTx0YvcLy28QE.jpg,"con man,caper,scientist,cold fusion",5,False,False,4.8,en
258947,"[53, 18]",/AbEP3w5LG6aGZppskt79yWJFOCL.jpg,Deadly Virtues: Love. Honour. Obey.,A home invasion irrevocably changes the lives of all involved in ways neither victims nor perpetrator could have imagined,2015-09-28,1.294878,Deadly Virtues: Love. Honour. Obey.,/sntKMdRPDDV4JBonOcC2ZYyPm5c.jpg,,11,False,False,5.2,en
13579,"[18, 10751]",/7m2uq8Is8nOfq4GKAUOPqddiSGd.jpg,The Longshots,"The true story of Jasmine Plummer who, at the age of eleven, became the first female to play in Pop Warner football tournament in its 56-year history.",2008-08-22,1.294872,The Longshots,/kXQOWS6RV1b7JsuBqn64RozqgYQ.jpg,,8,False,False,6.3,en
250766,[99],/usunF9TM1LQJ47eRBcitBsGRBFx.jpg,Life Itself,"Life Itself recounts the surprising and entertaining life of renowned film critic and social commentator Roger Ebert. The film details his early days as a freewheeling bachelor and Pulitzer Prize winner, his famously contentious partnership with Gene Siskel, his life-altering marriage, and his brave and transcendent battle with cancer.",2014-07-04,1.294837,Life Itself,/cWbkp7D7OYvtddLEVzXNu1uqw9x.jpg,,136,False,False,7.6,en
360389,[18],/bdrbqEhRgoXqfmWeHE4tMlVNShu.jpg,Nina,The story of the late jazz musician and classical pianist Nina Simone including her rise to fame and relationship with her manager Clifton Henderson.,2016-04-22,1.294825,Nina,/xTmnAVCy0JglfqrLzNMNAcE3lAg.jpg,"jazz,biography,woman director",17,False,False,5.4,en
46837,"[878, 35, 9648]",/iLzwD46yuYiMAXaReS61wtQZ51F.jpg,Kaboom,"Smith, a typical young college student who likes partying and engaging in acts of random sex and debauchery, has been having some interesting dreams revolving around two gorgeous women -- and is shocked when he meets the dream girls in real life. Lorelei looks just like his fantasy brunette, while a mysterious red-haired girl being chased by assassins draws him into an international conspiracy. Or is it all just a drug-induced hallucination?",2010-08-22,1.294775,Kaboom,/leLut51HgQ0tdr5Pz9mfDyId99N.jpg,"california,sex,dream,college,party,guru",93,False,False,5.5,en
11708,"[10402, 12, 14, 35, 10751]",/m2z9NV6ZWXdWH6xdpF9yBJveEPa.jpg,Chitty Chitty Bang Bang,"An eccentric professor invents wacky machinery, but can't seem to make ends meet. When he invents a revolutionary car, a foreign government becomes interested in it, and resorts to skulduggery to get their hands on it.",1968-12-16,1.294764,Chitty Chitty Bang Bang,/4j8WcrHfVtsM58w2mANtxwLWUvU.jpg,"flying car,fantasy,oldtimer,fantastic",152,False,False,6.7,en
176077,[53],/uwmkhiFmWCnv5cLpNCEHUNO8MG3.jpg,Enter the Dangerous Mind,"A psychological thriller set in the world of underground dubstep, Snap is the story of Jim Whitman, a brilliant but painfully introverted musician who develops a crush on a young social worker.",2013-03-11,1.294738,Enter the Dangerous Mind,/lwCAuVVdFwom9e1h5WtvXXBd5Ul.jpg,"composer,obsession",12,False,False,4.6,en
381040,"[35, 18, 10749]",/tMlgKXJr7Y2UI2E3Nt3AEunchFH.jpg,My Blind Brother,Love for the same woman causes conflict between an over-achieving blind athlete and the brother who made him that way.,2016-09-19,1.294733,My Blind Brother,/rjpc1evc7pVlvviQ5EmRiAJHjJe.jpg,"brother brother relationship,sibling rivalry,blind,woman director",14,False,False,6.2,en
29966,"[28, 37, 18]",/rU6VHAVXH32xNNyUGTjuGX3ZT3i.jpg,Blood on the Moon,"Mitchum plays drifter cowboy Jim Garry. After receiving a job-offer letter from smooth-talking Tate Riling (Preston), Garry rides into an Indian reservation and finds himself in the middle of a feud between cattle ranchers and homesteaders. What Garry doesn't realize is that Riling, the man he now works for, is crooked.",1948-11-09,1.294704,Blood on the Moon,/mQrFYTEq8AeSfIiheR6T1kDqAwk.jpg,"daughter,ranchers,homesteaders",12,False,False,5.8,en
29381,"[80, 18]",/3rPBlpMRejVI9rehnYKiYFLz7pi.jpg,Caged,"Caged tells the story of a teenage newlywed, who is sent to prison for being an accessory to a robbery. Her experiences while incarcerated, along with the killing of her husband, change her from a very frightened young girl into a hardened convict.",1950-05-19,1.294594,Caged,/mKDhbhMzRP4VX5yGvjTDPWYIvw3.jpg,"prison,women's prison,prison warden,prison guard,film noir",12,False,False,6.6,en
13559,"[18, 27, 878]",/vwRZOUzIX17luLM69sCC9meM9od.jpg,The Mangler,"When an accident involving a folding machine at an old laundry happens, detective John Hunton investigates. While he tries to solve the mystery, Bill Gartley, the owner, wants to find new victims for his machine.",1995-03-03,1.294569,The Mangler,/ApJQpxeiQHKsSCrORbQrRIt8crK.jpg,"crushed,living machine",48,False,False,4.3,en
18886,"[28, 12, 18, 53]",/bzbUVMRaXzELbhswKAOrqUx0oKu.jpg,Flight of the Intruder,"After his bombardier is killed, Jake Grafton, a carrier-based Intruder pilot, questions the purpose of Navy bombing missions...",1991-01-18,1.294565,Flight of the Intruder,/b2EiKBDoz2cbhIAbK7kqGURkHbJ.jpg,"bomber,vietnam war,u.s. navy,aviation,combat,bombing",26,False,False,5.7,en
30949,"[9648, 53, 18, 10749, 80]",/nwPZzUywExiwOZ8zyKrqGyoguuX.jpg,Palmetto,A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.,1998-02-20,1.294536,Palmetto,/5xOcOKkzoQL0ak3tmfGDIb4dKYd.jpg,"sex,scam,cigarette smoking,writer,fake kidnapping",23,False,False,5.6,en
18352,"[53, 18, 27]",/xc1U9mh7p9ZqMV9CJiBdNzxLJlD.jpg,The Cremator,"Kopfrkingl enjoys his job at a crematorium in Czechoslovakia in the late 1930s. He likes reading the Tibetan book of the dead, and espouses the view that cremation relieves earthly suffering.",1969-03-14,1.294533,Spalovač mrtvol,/aUWP8dwjroQh61OHHFosx8TibFN.jpg,,28,False,False,7.7,cs
257447,"[28, 18]",/xKmmfA41yA0ddXnswH4EaIreFdS.jpg,Tapped Out,"A disgruntled teenager, sent to do community service at a rundown Karate school, enters an MMA tournament to face the man who killed his parents.",2014-05-27,1.294515,Tapped Out,/bvpnACaFrTtVGMLNWbWIkuE6H7L.jpg,"sport,mixed martial arts",17,False,False,5.5,en
24593,[99],/wr3KtGspJ5cEhLff8y0M4Xm3Qwb.jpg,Thinking XXX,"For a book project, photographer Timothy Greenfield-Sanders took photographs of 30 stars of adult movies, each pair of photographs in the same pose, clothed and nude. This film records the photo shoots and includes interviews with the performers and commentary from eight writers (and John Waters). The actors and writers discuss economics, nudity and exhibitionism, careers, and private lives.",2004-10-27,1.29451,Thinking XXX,/f1hEXyNXvPRDG2Q5pUnPUedORiK.jpg,"pornography,nudity,interview,discussion,photo shoot,voyeur",15,False,False,4.1,en
13794,[99],/dohfWilm9uGQ1ojfGio842odcHT.jpg,Africa: The Serengeti,"Africa the Serengeti takes you on an extraordinary journey to view a spectacle few humans have ever witnessed: The Great Migration. Journey with more than two million wildebeests, zebras and antelopes as in their annual 500 mile trek across the Serengeti plains.",1994-03-31,1.29448,Africa: The Serengeti,/63P0zGcdnEy4H4x7t25Un0r0YBZ.jpg,"africa,lion,tanzania,wildlife,nature,imax,serengeti national park,short",7,False,False,5.6,en
20193,[18],/jeEcfhl1aeVDfnDhmz5urL3em20.jpg,Nacktschnecken,"Three loser-type ex-students who earn too little money and don´t get laid as much as they want, try to change that by producing a home made porn movie starring themselves. They loan money from a pimp and begin casting the girls. When filming starts they find out that sex in front of the camera is hard work. Also you should know how to work a video camera. Frustration, relationship problems and cabin fever culminate in a dope induced garden orgy. But is it a film?",2004-03-05,1.294383,Nacktschnecken,/ah1bNgKMbXsIcXFbML3md5nJVxS.jpg,,8,False,False,5.9,de
44475,"[28, 12, 14, 10749]",/rPdMgePeLnPGmgdhMdlm0bVfni3.jpg,Ali Baba and The Forty Thieves,"Orphaned as a young child and adopted by a band of notorious thieves, now-grown Ali Baba sets out to avenge his father’s murder, reclaim the royal throne, and rescue his beloved Amara from the iron fist of his treacherous enemy.",1944-01-14,1.294296,Ali Baba and The Forty Thieves,/bOIJ0uiUHAoBM30HMovUaPOOOEE.jpg,mongol,4,False,False,5.4,en
112630,[99],/xUJZzQQT5TqdfIiA1P51WxDWbzp.jpg,Calcutta,"When he was cutting Phantom India, Louis Malle found that the footage shot in Calcutta was so diverse, intense, and unforgettable that it deserved its own film. The result, released theatrically, is at times shocking—a chaotic portrait of a city engulfed in social and political turmoil.",1969-04-16,1.294294,Calcutta,/4Dmj5W9ceoXaMr4JJpohci9Tyk8.jpg,calcutta,3,False,False,7.7,en
